The Brooklyn Hospital Center,,,
Charge Master Pricing,,,
,,,
The charges listed are generally not the amount a patient will pay.,,,
,,,
Charge No,Charge Description, Standard Charges ,Comment
38002696,SODIUM CHLORIDE INHAL SOLN 7%, 1.15 ,
38002700,COPIRAMATE 50MG TBLT, 12.75 ,
38002705,ZOLEDRONIC ACID PER 1MG RECLAS, 778.59 ,
38002706,DOLUTEGRAVIR (TINICAY) 50MG TB, 150.69 ,
38002714,TRETINOIN 10MG CAPS, 74.71 ,
38002718,MESALAMINE 400MG DR CAPS, 6.31 ,
38002719,OXYTOCIN 10UNITS/1000ML LR, 5.38 ,
38002720,OXYTOCIN 20UNITS/1000ML LR, 9.95 ,
38002721,ALBUTEROL/IPRATROP 2.5/0.5MG/3, 5.53 ,
38002722,APIXABAN 2.5MG TAB, 20.95 ,
38002731,CEFOXITIN 2GM/50ML ISO-OSMOTIC, 58.75 ,
38002732,ERIBULIN MESYLATE  PER 0.1MG, 341.45 ,
38002736,INFLUENZA VACCINE HIGH DOSE 65, 121.63 ,
38002737,APIXABAN 5MG TAB (ELIQUIS), 20.95 ,
38002743,IVIG OCTAGAM 10% 5GM 50ML," 1,190.00 ",
38002744,IVIG OCTAGAM 10% 10GM  100ML," 4,277.00 ",
38002748,FAMOTIDINE 20MG TABLET, 4.35 ,
38002751,OPIUM TINCTURE 10MG/ML 118ML, 8.13 ,
38002757,METHOTREXATE 25MG/ML 10ML PF, 27.10 ,
38002759,RANOLAZINE 500 MG ER TABLET, 12.28 ,
38002760,PROGESTERONE 100MG VAGINL INSR, 24.00 ,
38002761,NIVOLUMAB 40MG/4ML (ONDIVO)," 3,224.81 ",
38002762,NIVOLUMAB 100MG/10ML (OPDIVO)," 7,866.25 ",
38002765,BRENTUXIMAB VEDOTIN INJ PER IM, 442.45 ,
38002768,SODIUM CHLORIDE 2% 1000 ML, 12.50 ,
38002770,MOMETASONE/FORMOTEROL 100-5MCG, 60.28 ,
38002771,MOMETASONE/FORMOTEROL 200-5MCG, 59.19 ,
38002773,CEFEPIME 1GM/50ML D5W DUPLEX, 35.15 ,
38002775,CEFTAZIDIME/AVIBACTAM 2-0.5 GR, 806.00 ,
38002776,CEFTAZIDIME/AVIBACTAM 1-0.5 GR, 249.00 ,
38002780,FUROSEMIDE ORAL SOLN 40MG/4ML, 6.16 ,
38002781,DARBEPETIN ALFA 10MCG/0.4ML, 212.85 ,
38002782,LIDOCAIN 4% CREAM 5GM, 21.00 ,
38002783,TELAVANCIN INJ 750MG (VIBATIVE," 1,295.75 ",
38002787,NIVOLUMAB 1MG (ONDIVO), 111.65 ,
38002792,MEROPENEM 500MG 50ML NS DUPLEX, 48.84 ,
38002793,CEFOTETAN 1G50ML DEXTROSE DUPL, 43.95 ,
38002794,MENINGOCOCCAL GROUP B (BEXSERO, 540.23 ,
38002795,FILGRASTIM G-CSF PER 1 MCG, 3.64 ,
38002796,ARGATROBAN 250MG/250ML NS," 1,500.00 ",
38002797,TICAGRELOR 60MG TAB (BRILINTA), 36.25 ,
38002798,GENVOYA 150-150-200-10MG TABLE, 644.43 ,
38002800,PANCRELIPASE 6000 UNITS CAP, 3.37 ,
38002801,IDARUCIZUMAB 50MG/ML 50ML," 5,250.00 ",
38002802,EMTR/RILPI/TEN ADFSY 200-25-25, 268.08 ,
38002803,ENTECAVIR 0.5MG TABLET, 109.69 ,
38002804,EMTRIC/TENOALAF DESCOVY 200-25, 133.31 ,
38002807,TRABECTEDIN INJ PER 0.1MG, 850.50 ,
38002808,CABAZITAXEL INJ PER 1MG, 523.88 ,
38002810,FLUCONAZOLE 100MG/50ML SALINE, 25.50 ,
38002813,MOXIFLOXACIN 400MG TABLET, 67.99 ,
38002819,FERRIC CARBOXYMATLS PER 1MG, 4.15 ,
38002820,INFLUENZA QUADRIVALENT FLUCELV, 30.18 ,
38002822,PEMBROLIZUMAB INJ PER 1MG, 138.00 ,
38002825,LEVETIRACETAM 1500MG/100ML IVP, 222.75 ,
38002826,COLLAGENASE OINT (SANTYL) 30GM, 677.25 ,
38002827,REGADENOSON 0.08MG/ML 5ML SYR, 141.34 ,
38002828,SACUBITRIL/VALSARTAN 24-26MG T, 21.49 ,
38002829,SACUBITRIL/VALSARTAN 49-51MG T, 21.49 ,
38002830,SACUBITRIL/VALSARTAN 97-103MG, 19.50 ,
38002834,MYCOPHENOLATE MOFTL SUS 200MG/, 21.37 ,
38002836,TOBRAMYCIN INH  300MG/4ML, 354.68 ,
38002837,DARATUMUMAB INJ 10MG, 152.95 ,
38003842,HYDROMORPHONE INJ 0.5MG/0.5ML, 9.90 ,
38003844,DORZOLAMIDE/TIMOL DROPS 10ML, 168.75 ,
38003845,BENZOCAINE 20% UD SPRAY, 26.03 ,
38003846,MIDAZOLAM 1MG/ML 10ML, 6.60 ,
38003849,ETRAVIRINE 200MG TABLET, 57.69 ,
38003851,INDOMETHACIN SUPPOSITORY 50MG, 255.00 ,
38003852,ABACAVIR/DOLUTEGRAVIR/LAMIVUDI, 259.89 ,
38003854,LEUPROLIDE ACETATE INJ SC 22.5," 4,065.00 ",
38003860,ETELCALCETIDE INJ 2.5MG/0.5ML, 245.25 ,
38003861,ETELCALCETIDE INJ 5MG/1ML, 490.50 ,
38003862,ETELCALCETIDE INJ 10MG/2ML, 981.00 ,
38003863,CINACALCET 60MG TABLET, 161.34 ,
38003864,CINACALCET 90MG TABLET, 242.01 ,
38003866,VELAGLUCERASE ALFA INJ 400 UNI," 4,131.00 ",
38003871,DURVALUMAB INJ 10MG, 213.45 ,
38003874,HEPATITISB 20MCG/0.5ML HEPLISA, 345.00 ,
38003877,VARICELLA ZOSTER VAC (SHINGRIX, 420.00 ,
38003878,ESOMEPRAZOLE 40MG CAPSULE, 14.66 ,
38003882,"AMYLASE/LIPASE/PROTEASE 24,000", 15.28 ,
38003884,BIZTE/EMTRI/TENOALFA 50/200/25, 294.57 ,
38003885,MINOCYCLINE 100MG INJ, 463.24 ,
38003886,CEFADROXIL 500MG CAPSULE, 9.30 ,
38003887,CEFTAROLINE FOSAMIL INJ 400MG, 478.51 ,
38003888,RITUXIMAB HYCELA PER 10MG, 135.50 ,
38003893,HYDROXYPROGESTERONE CAPRO 10MG, 24.15 ,
38003894,MEDROXYPROGESTERONE INJ PER 1M, 1.65 ,
38003899,MEROPENEM 2GM/VABORBACTAM 2GM, 247.50 ,
38003902,INFLUENZA VACCINE FLUBLOK, 139.87 ,
38003904,PATIROMER 8.4 GRAM PKT, 82.08 ,
92808145,FENTANYL 50 MCG/ML 2 ML, 4.80 ,
97200022,BUPIVACAINE 0.5% (MARCAINE) 20, 18.90 ,
PROC0100,PROCRIT 100 UNITS ESRD, 7.75 ,
04420004,35 MM COL TRANS, 7.76 ,
03800502,OCCLUSION BALLOON CATH.," 2,801.19 ",
03801001,ENDO LOCAL 0.5 HR," 4,350.00 ",
03801002,ENDO LOCAL 1.0 HR," 4,850.00 ",
03801003,ENDO LOCAL 1.5 HRS," 5,350.00 ",
03801004,ENDO LOCAL 2.0 HRS," 5,850.00 ",
03801025,ENDO LOCAL 2.5 HRS," 6,350.00 ",
03801026,ENDO LOCAL 3 HRS," 6,850.00 ",
03801027,ENDO LOCAL 3.5 HRS," 7,350.00 ",
03801028,ENDO LOCAL 4 HRS," 7,850.00 ",
03801029,ENDO LOCAL 4.5 HRS," 8,350.00 ",
03801030,ENDO LOCAL 5 HRS," 8,850.00 ",
03801031,ENDO LOCAL 5.5 HRS," 9,350.00 ",
03801032,ENDO LOCAL 6 HRS," 9,850.00 ",
03801033,ENDO LOCAL 6.5 HRS," 10,350.00 ",
03801034,ENDO LOCAL 7 HRS," 10,850.00 ",
03801005,ENDO GEN 0.5 HR," 5,800.00 ",
03801006,ENDO GEN 1 HR," 6,300.00 ",
03801007,ENDO GEN 1 1/2 HRS," 6,800.00 ",
03801008,ENDO GEN 2 HRS," 7,300.00 ",
03801035,ENDO GEN 2 1/2 HRS," 7,800.00 ",
03801036,ENDO GEN 3 HRS," 8,300.00 ",
03801037,ENDO GEN 3 1/2 HRS," 8,800.00 ",
03801038,ENDO GEN 4 HRS," 9,300.00 ",
03801039,ENDO GEN 4 1/2 HRS," 9,800.00 ",
03801040,ENDO GEN 5 HRS," 10,300.00 ",
03801041,ENDO GEN 5 1/2 HRS," 10,800.00 ",
03801042,ENDO GEN 6 HRS," 11,300.00 ",
03801043,ENDO GEN. 6 1/2 HOURS," 11,800.00 ",
03801044,ENDO GEN 7 HRS," 12,300.00 ",
03801010,POLYPECTOMY SNARE, 182.21 ,
03801011,BARD PEG SET, 171.23 ,
03801014,GASTROSTOMY TUBE KIT, 206.37 ,
03801016,ERCP CATHETER, 54.87 ,
03801018,MICROVASIVE GLIDEWIRE, 142.71 ,
03801019,MICROVASIVE INTRODUCER KT, 241.47 ,
03801023,SCLEROTHERAPY NEEDLES, 197.58 ,
04210118,CT BONE LENGTH (SCANOGRAM), 663.67 ,
04211005,DX LONG BONE (SCANOGRAM), 663.67 ,
04212687,CT EXTR.UPP W/O CONTR LT," 1,533.66 ",
52701002,C/T HEAD W/O CONTRAST," 1,745.85 ",
52701004,C/T CHEST W/O CONTRAST," 1,806.06 ",
52701006,C/T ABD W/O CONTRAST," 1,983.27 ",
52701008,CT PELVIS W/O CONTRAST," 1,806.06 ",
52701012,C/T SPINE THORACIC W/CONTRAST," 1,275.61 ",
52701017,C/T HEAD W/ CONTRAST," 1,791.74 ",
52701018,C/T HEAD W/WO CONTRAST," 2,439.32 ",
52701019,C/T CHEST W/ CONTRAST," 1,841.89 ",
52701020,C/T CHEST W/WO CONTRAST," 2,695.75 ",
52701021,C/T ABDOMEN W/ CONTRAST," 2,316.81 ",
52701022,C/T ABDOMEN W/WO CONTRAST," 2,699.30 ",
52701023,C/T PELVIS W/ CONTRAST," 2,240.67 ",
52701024,C/T PELVIS W/WO CONTRAST," 2,410.60 ",
52701030,C/T EXT (UPPER) W/O CONTRAST R," 1,610.34 ",
52701035,C/T CERV SP W/ CONTRAST," 1,404.45 ",
52701036,C/T CERV SP W/0 CONTRAST, 967.13 ,
52701037,C/T CERV SP W/WO CONTRAST," 1,505.05 ",
52701038,C/T THORACIC SP W/0 CONTRAST," 1,095.15 ",
52701039,C/T THORACIC SP W/WO CONTRAST," 1,422.12 ",
52701040,C/T LUMBAR W/ CONTRAST," 1,775.46 ",
52701041,C/T LUMBAR SP W/0 CONTRAST," 1,669.54 ",
52701042,C/T ORBITS W/O CONTRAST," 1,613.89 ",
52701043,C/T SINUSES W/O CONTRAST," 1,542.37 ",
52701044,C/T TEMPORAL BONE/IAC W/O CON," 1,613.89 ",
52701049,C/T LARYNX WITH CONTRAST," 1,668.46 ",
52701056,C/T NASOPHARYNX W/O CON," 1,538.02 ",
52701060,C/T CONTROL NEPHROSTOMY," 5,149.92 ",
52701062,C/T GUIDANCE BX/ASPPIR," 2,425.24 ",
52701064,GUIDANCE FOR PERC DRAINAGE WCA," 2,845.26 ",
52702000,C/T SOFT TISSUE NECK W/CON," 1,668.46 ",
52702001,C/T SOFT TISSUE NECK W/O CONTR," 1,538.02 ",
52702002,C/T SOFT TISSUE NECK W/WO CONT," 1,798.89 ",
52702003,C/T MANDIBLE W/CONTRAST," 1,998.44 ",
52702004,C/T MANDIBLE W/O CONTRAST," 1,542.37 ",
52702005,C/T MANDIBLE W/WO CONTRAST," 2,453.95 ",
52702008,C/T SPECIAL RECONSTRUCTION," 1,414.75 ",
52702010,CT EXTR LOW WO CONTR (RT)," 1,443.30 ",
52702011,CT EXTR LOW WO CONTR (LT)," 1,443.30 ",
52702012,CT EXTR LOW WO CONTR (BI-L)," 2,165.84 ",
52702013,CT EXTR LOW WITH CONTR (RT)," 1,586.76 ",
52702014,CT EXTR LOW WITH CONTR (LT)," 1,586.76 ",
52702015,CT EXTR LOW WITH CONTR (BI-L)," 2,380.85 ",
52702016,CT EXTR LOW W/WO CONTR (RT)," 1,730.08 ",
52702017,CT EXTR LOW W/WO CONTR (LT)," 1,730.08 ",
52702018,CT EXTR LOW W/WO CONTR (BI-L)," 2,595.85 ",
52702019,CT EXTR UPP WO CONT (RT)," 1,610.34 ",
52702022,CT EXTR UPP WITH CONTR (RT)," 1,753.68 ",
52702023,CT EXTR UPP WITH CONTR (LT)," 1,753.68 ",
52702024,CT EXTR UPP WITH CONTR (BI-L)," 2,630.27 ",
52702026,CT EXTR UPP W/WO CONTR (LT)," 1,896.37 ",
52702028,CTA HEAD W/O CONTRAST," 1,809.44 ",
52702029,CHEST CT ANGIOGRAM W/WO CONTRA," 2,723.42 ",
52702033,CT TEMPORAL BONE/IAC W CONTRAS," 1,659.86 ",
52702034,CT TEMPORALBONE/IAC W/WO CONTR," 2,353.61 ",
52702035,CTA ABDOMEN," 2,805.11 ",
52702043,REMOVE CVA DEVICE OBSTRUCT, 264.79 ,
52702044,CTA PELVIS," 6,131.30 ",
52702045,CTA NECK W CONTRAST," 6,131.30 ",
52702047,CT ABD & PELVIS," 3,031.48 ",
52702048,CT ABD & PELV W/CONTRAST," 3,645.97 ",
52702049,CT ABD & PELV 1/> REGNS," 4,087.92 ",
52702050,CT ANGIOGRAM ADB&PELV W/O &W/D," 1,848.13 ",
52702052,CT ANGIO ABD AORTA W/RUN OFF," 1,127.12 ",
52702053,LDCT FOR LUNG NODULE SCREENING, 429.62 ,
52702054,3D RENDER W/INTRP POSTPROCES," 1,414.75 ",
52810324,CT ANGIO LOWER EXTW/WO CONST-B," 2,745.11 ",
52810325,CT ANGIO LOWER EXT W/WO CON-LE," 1,830.07 ",
52810326,CT ANGIO LOWER EXT W/WO CONT-R," 1,830.07 ",
52810327,CT LUMBAR SPINE W+WO CONTRAST," 4,173.81 ",
52810328,CT ANGIO UPPER EXT W/WOCONT-LE," 3,050.24 ",
52810329,CT ANGIO UPPER EXTW/WO CONT-RI," 3,050.24 ",
52810331,CT GUIDE FOR TUMOR ABLATION, 426.49 ,
57201049,CT-LIMITED OR FOLLOW-UP STUDY, 482.86 ,
57201051,CT ABD & PELVIS, 824.78 ,
57201052,BIOPSY TESTIS NEEDLE," 4,601.12 ",
57201053,BIOPSY SALIVARY GLAND;NEEDLE," 2,384.28 ",
12910003,PET IMAGE W/CT LMTD," 4,500.00 ",
12910004,PET IMAGE W/CT SKULL-THIGH," 3,780.07 ",
12910005,PET IMAGE W/CT FULL BODY," 4,500.00 ",
12910013,PET IMAGE SKULL-THIGH," 4,500.00 ",
12910014,F18 FDG =< 45 MCI, 607.54 ,
03320014,DUPLEX EXT VEINS; UNIL/LIMIT, 753.55 ,
03320101,DUPLEX SCAN EXTRACRANIAL COMPL," 1,227.64 ",
03320102,DUPLEX SCAN (CAROTID) LTD," 1,027.62 ",
03320103,TCD COMPLETE, 933.92 ,
03320104,ABI, 830.17 ,
03320105,PVR, 979.01 ,
03320107,TREADMILL STRESS TEST," 1,066.79 ",
03320108,DUP SCAN LE ARTERIES/BYPASS CO," 1,117.43 ",
03320109,DUP SCAN LE ARTERIES/BYPAS LTD, 874.37 ,
03320110,DUP/SCAN UE ARTERIES BYPASS CO," 1,191.78 ",
03320111,DUP/SCAN UE ARTERIES/BYPAS LTD, 720.99 ,
03320113,DUP/SCAN VENOUS LE/UE COMPLETE," 1,255.57 ",
03320114,DUP/SCAN VENOUS LE/UE LTD, 791.23 ,
03320115,DUP/SCAN VISCERAL VESSELS COMP," 1,255.57 ",
03320116,DUP SCAN VISCERAL VESSELS LTD," 1,109.80 ",
03320117,DUP SCAN AO/IVCILIAC BYPAS GRF," 1,251.45 ",
03320118,DUP SCAN AO/IVCILIAC BYPAS LTD, 667.57 ,
04501001,DAY SURGERY LOCAL 0.5 HRS," 3,645.20 ",
04501002,DAY SURGERY LOCAL 1.0 HRS," 5,467.80 ",
04501003,DAY SURGERY LOCAL 1.5 HRS," 7,290.39 ",
04501004,DAY SURGERY LOCAL 2 HRS," 9,112.99 ",
04501005,DAY SURGERY GNRL 0.5 HRS," 5,467.80 ",
04501006,DAY SURGERY GNRL 1.0 HRS," 8,201.70 ",
04501007,DAY SURGERY GNRL 1.5 HRS," 10,935.59 ",
04501008,DAY SURGERY GNRL 2.0 HRS," 13,669.49 ",
04501009,DAY SURGERY LOCAL 2.5 HRS," 10,935.59 ",
04501010,DAY SURGERY LOCAL 3 HRS," 12,758.19 ",
04501011,DAY SURGERY LOCAL 3.5 HRS," 14,580.78 ",
04501012,DAY SURGERY LOCAL 4 HRS," 16,403.38 ",
04501013,DAY SURGERY LOCAL 4.5 HRS," 18,225.98 ",
04501014,DAY SURGERY LOCAL 5 HRS," 20,048.58 ",
04501020,DAY SURGERY LOCAL 8 HRS," 30,984.16 ",
04501022,DAY SURGERY GNRL 2.5 HRS," 16,403.38 ",
04501023,DAY SURGERY GNRL 3 HRS," 19,137.28 ",
04501024,DAY SURGERY GNRL 3.5 HRS," 21,871.17 ",
04501025,DAY SURGERY GNRL 4 HRS," 24,605.08 ",
04501026,DAY SURGERY GNRL 4.5 HRS," 27,338.97 ",
04501027,DAY SURGERY GNRL 5 HRS," 30,072.87 ",
04501028,DAY SURGERY GNRL 5.5 HRS," 32,806.77 ",
04501029,DAY SURGERY GNRL 6 HRS," 35,540.66 ",
04501030,DAY SURGERY GNRL 6.5 HRS," 38,274.55 ",
04501031,DAY SURGERY GNRL 7 HRS," 41,008.46 ",
04501032,DAY SURGERY GNRL 7.5 HRS," 43,742.35 ",
04501033,DAY SURGERY GNRL 8 HRS," 46,476.25 ",
04501034,DAY SURGERY GNRL 8.5 HRS," 49,210.15 ",
05180001,HYPERBARIC OXYGEN THERAPY, 946.45 ,
13300001,HYPERBARIC OXYGEN THRPY PER 30, 946.45 ,
13300002,I&D ABSCESS SMPL/SNGL, 402.06 ,
13300003,I&D ABSCESS CMPLCTD/MLTPL, 778.92 ,
13300008,I&D POST-OP INFECTION CMPLX," 4,825.81 ",
13300009,DEB SUBQ TISSUE 20 SQ CM/<, 769.63 ,
13300010,DEB SUBQ TISSUE ADD-ON 20 SQ C, 577.22 ,
13300011,DEB MUSC/FASCIA 20 SQ CM/<," 1,462.71 ",
13300012,DEB MUSC/FASCIA ADD-ON 20 SQ C," 1,097.03 ",
13300013,DEB TIS/MSCL/BONE 20 SQ CM/<," 3,214.22 ",
13300014,DEB TIS/MSCL/BONE ADD-ON 20 SQ," 2,410.68 ",
13300015,TRIM SKIN LESION, 402.06 ,
13300018,BIOPSY SKIN LESION ONE, 769.63 ,
13300021,TRIM NONDYSTROPHC NAILS ANY NM, 190.89 ,
13300037,DRESS/DEBRID P-THICK BURN SM, 417.94 ,
13300038,DRESS/DEBRID P-THICK BURN MED, 769.63 ,
13300040,CHEMICAL CAUTERY TISSUE, 402.06 ,
13300048,APPLY RIGID CONTACT LEG CAST, 709.35 ,
13300049,STRAPPING UNNA BOOT, 406.88 ,
13300050,APPLY MULTLAY COMPRS LWR LEG, 709.35 ,
13300054,WOUND(S) CARE NON-SELECTIVE, 402.06 ,
13300055,NEG PRESS WOUND TX </=50 CM DM, 402.06 ,
13300056,NEG PRESS WOUND TX >50 CM DME, 402.06 ,
13300059,RMVL DEVITAL TIS 20 CM/<, 769.63 ,
13300060,RMVL DEVITAL TIS ADDL 20CM/<, 577.22 ,
13300065,SKN SUBGRFT TRNK/ARM/LEG 25," 4,082.65 ",
13300066,SKN SUBGRFT T/A/L ADD-ON 25," 3,061.97 ",
13300067,SKN SUBGRFT T/ARM/LG CHILD 100," 6,183.80 ",
13300068,SN SUBGRFT T/A/L CHILD ADD 100," 4,637.85 ",
13300069,SKN SUBGRFT FACE/NK/HF/G 25," 4,082.65 ",
13300070,SKN SUBGRFT F/N/HF/G ADDL 25," 3,061.97 ",
13300071,SKN SUBGRFT F/N/HF/G CHILD 100," 6,183.80 ",
13300072,SKN SUBGRFT F/N/HF/G CH ADD 10," 4,637.85 ",
13300081,APLIGRAF PER EA SQ CM, 85.15 ,
13300092,PURAPLY PER EA SQ CM, 345.52 ,
13300094,LEVEL 2 INITIAL VISIT, 462.88 ,
13300095,LEVEL 3 INITIAL VISIT, 491.81 ,
13300096,LEVEL 4 INITIAL VISIT, 578.60 ,
13300097,LEVEL 5 INITIAL VISIT, 752.19 ,
13300098,LEVEL 1 FOLLOW-UP VISIT, 376.09 ,
13300099,LEVEL 12FOLLOW-UP VISIT, 405.03 ,
13300100,LEVEL 3 FOLLOW-UP VISIT, 433.95 ,
13300101,LEVEL 4 FOLLOW-UP VISIT, 462.88 ,
13300102,LEVEL 5 FOLLOW-UP VISIT, 520.75 ,
13300104,DERMAGRAFT/EA SQ CM, 89.08 ,
13300106,GRAFIX CORE/EA SQ CM, 499.89 ,
13300112,GRAFIX PRIME/EA SQ CM, 522.86 ,
13300113,AFFINITY PER SQ CM, 380.26 ,
03780010,EMERGENCY ROOM-OBS," 1,701.10 ",
03780013,OBS NON STRESS TEST, 520.05 ,
03780035,LAST SHOULD IMMOBILIZER, 54.76 ,
03780037,ABSCESS I&D-SM/SIMPLE/SINGLE, 436.83 ,
03780038,ABSCESS I&D LG/COMP/MULTIPLE, 518.89 ,
03780039,ABSCESS I & D -PILONIDAL SIMPL, 436.83 ,
03780040,"ASPIRATION,NEEDLE(ABSCESS/CYST", 436.83 ,
03780041,F B. REMOVAL SKIN," 1,568.16 ",
03780042,SUBUNGUAL HEMATOMA EVACUATION, 134.23 ,
03780043,NAIL EX PARTIAL/COMPL(INGROWN)," 1,491.22 ",
03780044,NAIL BED REPAIR, 390.65 ,
03780045,REP SPR/WND 2.5CM <OR LES TNK/, 390.65 ,
03780046,REP SPR WND 2.5CM - 7.5CM TNK/, 390.65 ,
03780047,REP.SPR WND 7.6 - 12.5CM TNK/E, 390.65 ,
03780048,REP SUPERFICAL WND 12.6-20.0CM, 390.65 ,
03780049,REPAIR SUPER/WOUND 20.1CM/30CM, 390.65 ,
03780050,REPAIR SUPER/WOUND OVER 30 CM, 390.65 ,
03780051,REP SUPER/WND 2.5CM OR < FACE, 390.65 ,
03780052,REP SUPER/WND 2.6CM/5.0CM FACE, 390.65 ,
03780053,REP SUPER/WND 5.1CM/7.5CM FACE, 390.65 ,
03780054,REP SUPER/WND 7.6CM/12.5C FACE, 390.65 ,
03780058,LAYERED CLSR 2.5 CM OR < TNK/E, 390.65 ,
03780059,LAYERED CLSR 2.6CM TO 7.5C TNK, 926.55 ,
03780060,LAYERED CLSR 7.6CM TO 12.5 TNK, 390.65 ,
03780061,LYRD CLSR 12.6CM - 20.0CM TNK/, 390.65 ,
03780064,LYRD CLSR 2.5 CM OR < HND/FT, 390.65 ,
03780065,LYRD CLSR 2.6CM-7.5CM HND/FT, 390.65 ,
03780070,LYRD CLSR 2.5CM OR < FACE ETC, 926.55 ,
03780071,LYRD CLSR 2.6CM-5.0 CM FACE ET, 390.65 ,
03780072,LYRD CLSR 5.1-7.5CM FACE ETC, 390.65 ,
03780073,LYRD CLSR 7.6CM-12.5CM FACE ET, 390.65 ,
03780074,LYRD CLSR 12.6CM-20.0CM FACE E, 926.55 ,
03780076,LYRD CLSR > 30.0 CM FACE ETC, 926.55 ,
03780077,BURNS 1ST DEGREE LOCAL RX, 266.76 ,
03780078,"BURNS,SM.DEBRIDMENT& DRESSING", 438.84 ,
03780079,BURNS MED DEBRIDMENT &DRESSING, 493.78 ,
03780080,JOINT/BURSA/CYST ASPIRATION SM, 781.97 ,
03780081,JOINT/BURSA/CYST ASPIRATIO MED, 781.97 ,
03780082,JOINT/BURSA/CYST ASPIRATION LG, 781.97 ,
03780083,TMJ DISLOCATION, 332.04 ,
03780084,CLSD RED CLAVICLE FX," 6,105.85 ",
03780085,CLSD RED SHOULDER FX HUMERAL N," 1,207.98 ",
03780086,CLSD RED SHOULDER DISLO/FX TUB, 462.63 ,
03780087,CLSD RED SHOULDER DISLOCATION, 623.10 ,
03780088,CLSD RED SHOULDER DISLO/FX NEC, 746.90 ,
03780089,CLSD TX ARM:FX HMRL SHAFT W/MA, 673.45 ,
03780090,ELBOW:FX SUPRACONDYLAR HUMERAL," 1,613.20 ",
03780091,ELBOW DISLOCATION WO/ANES, 479.62 ,
03780092,ELBOW NURSEMAIDS, 576.37 ,
03780093,ELBOW:FX RADIAL HEAD/NECK," 1,613.20 ",
03780095,CLSD TX FX RADIAL SHAFTW/MAN," 1,613.20 ",
03780096,CLSD TX FX ULNA SHAFT W/MAN, 671.80 ,
03780097,CLSD TX FX RADIAL/ULNA SHAFT W," 1,613.20 ",
03780098,CLSD TX COLLES/SMITH FX W/MAN," 1,613.20 ",
03780099,CLSD TX WRIST FX NAVICULAR W/M," 1,613.20 ",
03780100,CLSD TX WRIST:FX CARPAL WO/MAN, 462.63 ,
03780102,EXTENSOR TENDON HAND," 4,562.30 ",
03780103,EXTENSOR TENDOR FINGER," 4,562.30 ",
03780104,CLSD TX : FX METACARPAL W/MAN, 863.39 ,
03780105,CLSD TX:FX/DISLOC THUMB/BENNET, 865.18 ,
03780106,CLSD TX MCP DISLOCATION WO/ANE, 462.63 ,
03780107,CLSD TX FX MIDDLE/PROX.PHALANX, 462.63 ,
03780108,CLSD TX FX DISTAL PHALANX W0/M, 462.63 ,
03780109,CLSD TX IP JOINT DISLOCATION W, 721.43 ,
03780110,HIP DISLOCATION WO/ANES, 462.63 ,
03780111,CLSD TX FEMORAL SHAFT W/MAN," 6,105.85 ",
03780112,CLSD TX FX PATELLA WO/MAN, 462.63 ,
03780113,KNEE:FX TIBIAL PLATEAU," 6,105.85 ",
03780114,KNEE DISLOCATION WO/ANES, 676.98 ,
03780115,KNEE PATELLA DISLOCATION WO/AN, 484.59 ,
03780116,CLSD FX TIBIAL SHAFT WO/MAN, 462.63 ,
03780117,CLSD TX FX MEDIAL MALLEOLUS W/," 6,105.85 ",
03780118,CLSD TX FX FIB PROX/SHAFT W/MA," 6,105.85 ",
03780119,CLSD TX FX LAT MALLE/DISTAL FI, 658.85 ,
03780120,CLSD TX FX BIMALLEOLAR W/MAN, 693.54 ,
03780121,CLSD TX FX TRIMALLEOLAR W/MAN," 1,613.20 ",
03780122,ANKLE DISLOCATION W/O ANES, 693.54 ,
03780123,CLSD TX FX CALCANEOUS W/O MAN, 462.63 ,
03780124,CLSD TX FX TALUS WO/MAN, 462.63 ,
03780125,TX TARSAL FX WO/MAN, 462.63 ,
03780126,CLSD TX FX METATARSAL WO/MAN, 462.63 ,
03780127,CLSD TX FX GREAT TOE WO/MAN, 462.63 ,
03780129,CLSD TX SESAMOID FX, 462.63 ,
03780130,CLSD TX TOE IP JOINT WO/ANES, 462.63 ,
03780132,SHORT ARM CAST, 746.22 ,
03780134,LONG ARM SPLINT, 328.23 ,
03780135,SHORT ARM SPLINT, 328.23 ,
03780136,FINGER SPLINT, 328.23 ,
03780137,SHOULDER STRAPPING, 328.23 ,
03780138,ELBOW:SLING, 35.11 ,
03780142,SHORT LEG SPLINT, 427.32 ,
03780143,STRAPPING KNEE, 328.23 ,
03780144,ANKLE/LEG UNNA BOOT, 328.23 ,
03780145,ABSCESS I & D -PILONIDAL CMPLX," 3,813.41 ",
03780146,I&D HEMA/SEROMA," 3,813.41 ",
03780147,I&D FINGER ABSCES; SMPL, 436.83 ,
03780148,I&D FINGER ABSCES; COMPL," 3,813.41 ",
03780149,REMOVAL FB EYE - EXT, 284.17 ,
03780150,REM FB CORNEA WO/SLIT LAMP, 284.17 ,
03780151,REM FB CORNEA W/SLIT LAMP, 284.17 ,
03780152,REM FB NOSE, 196.69 ,
03780154,AVULSION NAIL PLATE, 440.74 ,
03780156,ENDO TRACH INTUBATION, 693.69 ,
03780158,REMOVAL FB EAR, 202.86 ,
03780159,REMOVAL IMPACTED CERUMEN, 196.69 ,
03780160,VENIPUNCTURE, 72.90 ,
03780161,ARTERIAL PUNTURE, 310.85 ,
