The Bellevue Hospital Charge Listing Effective 01/01/2019,,
Description,Amount,
MRA CHEST W CONTRAST,"1,582.00 ",
MRA CHEST WO CONTRAST,"1,432.00 ",
MRA CHEST WO W CONTRAST,"2,015.00 ",
MRA HEAD W CONTRAST,"2,575.00 ",
MRA HEAD WO CONTRAST,"1,959.00 ",
MRA HEAD WO W CONTRAST,"2,575.00 ",
MRA LOWER EXTREMITY W CONTRAST LT,"1,481.00 ",
MRA LOWER EXTREMITY W CONTRAST RT,"1,481.00 ",
MRA LOWER EXTREMITY WO CONTRAST LT,"1,385.00 ",
MRA LOWER EXTREMITY WO CONTRAST RT,"1,385.00 ",
MRA NECK W CONTRAST,"2,575.00 ",
MRA NECK WO CONTRAST,"1,959.00 ",
MRA NECK WO W CONTRAST,"2,575.00 ",
MRA PELVIS WO W CONTRAST,"2,575.00 ",
MRI ABDOMEN W CONTRAST,"5,171.00 ",
MRI ABDOMEN WO CONTRAST,"3,969.00 ",
MRI ABDOMEN WO W CONTRAST,"5,171.00 ",
MRI ANKLE W CONTRAST BIL,"10,336.00 ",
MRI ANKLE W CONTRAST LT,"5,171.00 ",
MRI ANKLE W CONTRAST RT,"5,171.00 ",
MRI ANKLE WO CONTRAST BIL,"7,939.00 ",
MRI ANKLE WO CONTRAST LT,"3,969.00 ",
MRI ANKLE WO CONTRAST RT,"3,969.00 ",
MRI ANKLE WO W CONTRAST BIL,"10,336.00 ",
MRI ANKLE WO W CONTRAST LT,"5,171.00 ",
MRI ANKLE WO W CONTRAST RT,"5,171.00 ",
MRI ARM W CONTRAST BIL,"10,336.00 ",
MRI ARM W CONTRAST LT,"5,171.00 ",
MRI ARM W CONTRAST RT,"5,171.00 ",
MRI ARM WO CONTRAST BIL,"7,939.00 ",
MRI ARM WO CONTRAST LT,"3,969.00 ",
MRI ARM WO CONTRAST RT,"3,969.00 ",
MRI ARM WO W CONTRAST BIL,"10,336.00 ",
MRI ARM WO W CONTRAST LT,"5,171.00 ",
MRI ARM WO W CONTRAST RT,"5,171.00 ",
MRI BRAIN W CONTRAST,"5,171.00 ",
MRI BRAIN WO CONTRAST,"1,959.00 ",
MRI BRAIN WO W CONTRAST,"5,171.00 ",
MRI CERVICAL SPINE W CONTRAST,"5,171.00 ",
MRI CERVICAL SPINE WO CONTRAST,"3,969.00 ",
MRI CERVICAL SPINE WO W CONTRAST,"5,171.00 ",
MRI CHEST W CONTRAST,"5,171.00 ",
MRI CHEST WO CONTRAST,"3,969.00 ",
MRI CHEST WO W CONTRAST,"5,171.00 ",
MRI ELBOW W CONTRAST BIL,"10,336.00 ",
MRI ELBOW W CONTRAST LT,"5,171.00 ",
MRI ELBOW W CONTRAST RT,"5,171.00 ",
MRI ELBOW WO CONTRAST BIL,"7,939.00 ",
MRI ELBOW WO CONTRAST LT,"3,969.00 ",
MRI ELBOW WO CONTRAST RT,"3,969.00 ",
MRI ELBOW WO W CONTRAST BIL,"10,336.00 ",
MRI ELBOW WO W CONTRAST LT,"5,171.00 ",
MRI ELBOWWO W CONTRAST RT,"5,171.00 ",
MRI FACE W CONTRAST,"5,171.00 ",
MRI FACE WO CONTRAST,"3,969.00 ",
MRI FACE WO W CONTRAST,"5,171.00 ",
MRI FOOT W CONTRAST BIL,"10,336.00 ",
MRI FOOT W CONTRAST LT,"5,171.00 ",
MRI FOOT W CONTRAST RT,"5,171.00 ",
MRI FOOT WO CONTRAST BIL,"7,939.00 ",
MRI FOOT WO CONTRAST LT,"3,969.00 ",
MRI FOOT WO CONTRAST RT,"3,969.00 ",
MRI FOOT WO W CONTRAST BIL,"10,336.00 ",
MRI FOOT WO W CONTRAST LT,"5,171.00 ",
MRI FOOT WO W CONTRAST RT,"5,171.00 ",
MRI HAND W CONTRAST BIL,"10,336.00 ",
MRI HAND W CONTRAST LT,"5,171.00 ",
MRI HAND W CONTRAST RT,"5,171.00 ",
MRI HAND WO CONTRAST LT,"3,969.00 ",
MRI HAND WO CONTRAST RT,"3,969.00 ",
MRI HAND WO CONTRST BIL,"7,939.00 ",
MRI HAND WO W CONTRAST BIL,"10,336.00 ",
MRI HAND WO W CONTRAST LT,"5,171.00 ",
MRI HAND WO W CONTRAST RT,"5,171.00 ",
MRI HIP W CONTRAST BIL,"10,336.00 ",
MRI HIP W CONTRAST LT,"5,171.00 ",
MRI HIP W CONTRAST RT,"5,171.00 ",
MRI HIP WO CONTRAST BIL,"7,939.00 ",
MRI HIP WO CONTRAST LT,"3,969.00 ",
MRI HIP WO CONTRAST RT,"3,969.00 ",
MRI HIP WO W CONTRAST BIL,"10,336.00 ",
MRI HIP WO W CONTRAST RT,"5,171.00 ",
MRI HIPWO W CONTRAST LT,"5,171.00 ",
MRI IACS W CONTRAST,"2,575.00 ",
MRI IACS WO CONTRAST,"1,959.00 ",
MRI IACS WO W CONTRAST,"2,575.00 ",
MRI KNEE W CONTRAST BIL,"10,336.00 ",
MRI KNEE W CONTRAST LT,"5,171.00 ",
MRI KNEE W CONTRAST RT,"5,171.00 ",
MRI KNEE WO CONTRAST BIL,"7,939.00 ",
MRI KNEE WO CONTRAST LT,"3,969.00 ",
MRI KNEE WO CONTRAST RT,"3,969.00 ",
MRI KNEE WO W CONTRAST BIL,"10,336.00 ",
MRI KNEE WO W CONTRAST LT,"5,171.00 ",
MRI KNEE WO W CONTRAST RT,"5,171.00 ",
MRI LEG W CONTRAST BIL,"10,336.00 ",
MRI LEG W CONTRAST LT,"5,171.00 ",
MRI LEG W CONTRAST RT,"5,171.00 ",
MRI LEG W WO CONTRAST RT,"5,171.00 ",
MRI LEG WO CONTRAST BIL,"7,939.00 ",
MRI LEG WO CONTRAST LT,"3,969.00 ",
MRI LEG WO CONTRAST RT,"3,969.00 ",
MRI LEG WO W CONTRAST BIL,"10,336.00 ",
MRI LEG WO W CONTRAST LT,"5,171.00 ",
MRI LUMBAR SPINE W CONTRAST,"5,171.00 ",
MRI LUMBAR SPINE WO CONTRAST,"3,969.00 ",
MRI LUMBAR SPINE WO W CONTRAST,"5,171.00 ",
MRI MYOCARDIUM WO CONTRAST,"3,969.00 ",
MRI NECK W CONTRAST,"5,171.00 ",
MRI NECK WO CONTRAST,"3,969.00 ",
MRI NECK WO W CONTRAST,"5,171.00 ",
MRI ORBIT W CONTRAST,"5,171.00 ",
MRI ORBIT W WO CONTRAST,"5,171.00 ",
MRI ORBIT WO CONTRAST,"3,969.00 ",
MRI PELVIS W CONTRAST,"5,171.00 ",
MRI PELVIS WO CONTRAST,"3,969.00 ",
MRI PELVIS WO W CONTRAST,"5,171.00 ",
MRI PITUITARY WO W CONRAST,"5,171.00 ",
MRI SHOULDER W CONTRAST BIL,"10,336.00 ",
MRI SHOULDER W CONTRAST LT,"5,171.00 ",
MRI SHOULDER W CONTRAST RT,"5,171.00 ",
MRI SHOULDER W WO CONTRAST BIL,"10,336.00 ",
MRI SHOULDER W/WO CONTRAST LT,"5,171.00 ",
MRI SHOULDER WO CONTRAST BIL,"7,939.00 ",
MRI SHOULDER WO CONTRAST LT,"3,969.00 ",
MRI SHOULDER WO CONTRAST RT,"3,969.00 ",
MRI SHOULDER WO W CONTRAST RT,"5,171.00 ",
MRI THIGH W CONTRAST BIL,"10,336.00 ",
MRI THIGH W CONTRAST LT,"5,171.00 ",
MRI THIGH W CONTRAST RT,"5,171.00 ",
MRI THIGH W/WO CONTRAST LT,"5,171.00 ",
MRI THIGH W/WO CONTRAST RT,"5,171.00 ",
MRI THIGH WO CONTRAST BIL,"7,939.00 ",
MRI THIGH WO CONTRAST LT,"3,969.00 ",
MRI THIGH WO CONTRAST RT,"3,969.00 ",
MRI THIGH WO W CONTRAST BIL,"10,336.00 ",
MRI THORACIC SPINE W CONTRAST,"5,171.00 ",
MRI THORACIC SPINE W WO CONTRAST,"5,171.00 ",
MRI THORACIC SPINE WO CONTRAST,"3,969.00 ",
MRI TMJ,"3,969.00 ",
MRI TMJ WO CONTRAST,"3,969.00 ",
MRI UPPER EXTREMITY JOINT BIL,"7,939.00 ",
MRI UPPER EXTREMITY JOINT LT,"3,969.00 ",
MRI UPPER EXTREMITY JOINT RT,"3,969.00 ",
MRI WRIST W CONTRAST BIL,"10,336.00 ",
MRI WRIST W CONTRAST LT,"5,171.00 ",
MRI WRIST W CONTRAST RT,"5,171.00 ",
MRI WRIST WO CONTRAST BIL,"7,939.00 ",
MRI WRIST WO CONTRAST LT,"3,969.00 ",
MRI WRIST WO CONTRAST RT,"3,969.00 ",
MRI WRIST WO W CONTRAST BIL,"10,336.00 ",
MRI WRIST WO W CONTRAST LT,"5,171.00 ",
MRI WRIST WO W CONTRAST RT,"5,171.00 ",
MRV VESSEL VENOUS,"1,959.00 ",
RA MAMMOGRAPHY DIAGNOSTIC BILATERAL FOLL,317.00 ,
RA MAMMOGRAPHY DIAGNOSTIC BILATERAL W CA,374.00 ,
RA MAMMOGRAPHY DIAGNOSTIC LT FOLLOWUP,249.00 ,
RA MAMMOGRAPHY DIAGNOSTIC LT W CAD,306.00 ,
RA MAMMOGRAPHY DIAGNOSTIC RT FOLLOWUP,249.00 ,
RA MAMMOGRAPHY DIAGNOSTIC RT W CAD,306.00 ,
RA MAMMOGRAPHY SCREEN BILATERAL W CAD,327.00 ,
RA MAMMOGRAPHY SCREEN BILATERAL W CAD,327.00 ,
RA MAMMOGRAPHY SCREEN UNILATERAL LT CAD,327.00 ,
RA MAMMOGRAPHY SCREEN UNILATERAL RT CAD,327.00 ,
A AND D OINTMENT,11.27 ,
ABELCET 5MG/ML,420.00 ,
ABILIFY 15MG TAB,124.88 ,
ABILIFY 2MG TAB,112.27 ,
ABILIFY 5MG TAB,124.88 ,
ACCOLATE 20MG TABLET,7.17 ,
ACCUPRIL 20MG,4.28 ,
ACCUPRIL 5MG TAB,4.28 ,
ACETADOTE 200MG ML,905.59 ,
ACETIC ACID 2% AQ ALUM S,252.00 ,
ACTEMRA 80 MG 4ML,Contact hospital for price as this is based on the number of units needed. ,
ACTIDOSE AQUA 50GM 240ML,17.25 ,
ACTIGALL 300MG CAP,25.73 ,
ACTIVASE 100MG,Contact hospital for price as this is based on the number of units needed. ,
ACTIVASE CATHFLO 2MG,642.85 ,
ACTOS 15MG TAB,54.40 ,
ACULAR 0.5 PERCENT OPHTH,170.56 ,
ACYCLOVIR 200MG5ML SUSP,6.30 ,
ADACEL VACCINE,Contact hospital for price as this is based on the number of units needed. ,
ADALAT CC 30MG TAB,4.78 ,
ADENOCARD 6MG 2ML SYRINGE,26.04 ,
ADENOSCAN 60MG 20ML,914.52 ,
ADRENALIN SOL 30ML 1 MG,247.80 ,
ADVAIR HFA 115/21MCG,840.72 ,
ADVAIR HFA 115/21MCG PER DOSE,27.58 ,
ADVAIR HFA 230/21MCG PER BOTTLE,"1,323.46 ",
ADVAIR HFA 230/21MCG PER DOSE,36.27 ,
ADVAIR HFA 45/21MCG PER BOTTLE,892.36 ,
ADVAIR HFA 45/21MCG PER DOSE,22.20 ,
ADVIL 200MG UD,2.00 ,
AFRIN NASAL SPRAY,19.95 ,
AGGRENOX 200/25 CAP,36.55 ,
ALBUMIN   25  12.5GM/50M,Contact hospital for price as this is based on the number of units needed. ,
ALBUMIN 25 PERCENT 100ML,Contact hospital for price as this is based on the number of units needed. ,
ALBUTEROL SULF 2MG TAB,24.68 ,
ALBUTEROL SULF INH 0.5 PERCENT,2.00 ,
ALBUTEROL SULF INH 0.83M,2.80 ,
ALDACTONE TAB 100MG,4.92 ,
ALDOMET 250MG TAB,2.00 ,
ALDOMET 250MG/5ML,375.00 ,
ALFENTA 2ML 500 UG/ML,36.82 ,
ALINIA 100MG PER 5 ML,"2,192.40 ",
ALINIA 500MG TAB,438.06 ,
ALLEGRA 180MG TAB,2.00 ,
ALLEGRA-D TAB,2.99 ,
ALPHAGAN P 0.15 PERCENT 5 ML,654.12 ,
ALTACE 2.5MG CAP (GEN),6.78 ,
ALTACE 5MG CAP,7.14 ,
AMARYL 2MG TAB,3.09 ,
AMBIEN 10MG   TAB,16.17 ,
AMBIEN 5MG   TAB,11.60 ,
AMERGE 2.5MG,237.63 ,
AMIDATE INJ 2 MG/ML  10,26.11 ,
AMIKACIN SULF 100MG/0.4ML,Contact hospital for price as this is based on the number of units needed. ,
AMIKIN VIAL 500MG/2ML,Contact hospital for price as this is based on the number of units needed. ,
AMINOPHYLLINE 250MG/10ML,47.74 ,
AMINOPHYLLINE 500MG/20ML,29.40 ,
AMITIZA 24MCG CAP,25.98 ,
AMITIZA 8MCG CAP,25.98 ,
AMMONIA AROMATIC AMP,2.00 ,
AMOXICILLIN 125MG CHEWABLE,2.00 ,
AMOXICILLIN 250 MG CHEWABLE,2.37 ,
AMOXICILLIN 250MG,2.00 ,
AMOXICILLIN 250MG/5ML,21.59 ,
AMOXICILLIN 500MG CAP (U,2.00 ,
AMOXIL 125MG/5ML 100ML,13.92 ,
AMOXIL 400MG/5ML,16.72 ,
AMPHADASE 150 U ML,234.36 ,
AMPHOTERICIN B 50,159.60 ,
AMPICILLIN INJ 1000MG,30.24 ,
AMPICILLIN INJ 250MG,14.67 ,
AMPICILLIN INJ 2GM,33.36 ,
AMPICILLIN INJ 500MG,15.44 ,
AMYL NITRITE,2.21 ,
ANBESOL LIQUID,19.25 ,
ANCEF 1000MG,6.93 ,
ANCEF 1000MG,25.69 ,
ANCEF 2000MG DUP,38.57 ,
ANTILIRIUM 1MG/ML,155.82 ,
ANTIVERT 12.5MG TAB,2.00 ,
ANTIVERT 25MG TAB,2.00 ,
ANUSOL HC CR 2.5 PERCENT,305.66 ,
ANUSOL HC SUPPOSITORY,79.27 ,
ANUSOL SUPPOSITORY,2.00 ,
APRACLONIDINE 0.5% OPH,316.89 ,
APRESOLINE 100MG TAB,2.00 ,
APRESOLINE 10MG TAB,2.00 ,
APRESOLINE 20MG/ML,65.63 ,
APRESOLINE 25MG TAB,2.00 ,
APRESOLINE 50MG TAB,2.00 ,
ARANESP 100MCG/5ML,Contact hospital for price as this is based on the number of units needed. ,
ARANESP 25MCG/0.4ML,Contact hospital for price as this is based on the number of units needed. ,
ARANESP 40MCG/0.4ML,Contact hospital for price as this is based on the number of units needed. ,
ARAVA 20 MG,21.00 ,
AREDIA 30MG 90MG VIAL,Contact hospital for price as this is based on the number of units needed. ,
ARGATROBAN 250MG/2.5ML,"5,516.70 ",
ARICEPT 10MG TAB,70.86 ,
ARICEPT 5MG TAB,27.26 ,
ARIXTRA 2.5MG SYRINGE,233.59 ,
ARTANE 2 MG,5.19 ,
ASACOL 800MG,37.56 ,
ASCLERA 0.5%  2ML,Contact hospital for price as this is based on the number of units needed. ,
ASCORBIC ACID INJ,380.03 ,
ASPIRIN 300 MG SUPPOSITORY,5.11 ,
ASPIRIN 325 MG TAB UDL,2.00 ,
ASPIRIN 81MG CHEWABLE,2.00 ,
ASPIRIN EC 325 MG,2.00 ,
ASPIRIN EC 81MG,2.00 ,
ASTELIN NASAL SPRAY 137M,509.50 ,
ASTRINGYN,103.88 ,
ATARAX 10MG TAB,2.00 ,
ATARAX 10MG/5ML SYR,8.98 ,
ATARAX 25MG TAB,2.00 ,
ATIVAN 0.5MG TAB,2.44 ,
ATIVAN 1MG TAB,3.18 ,
ATIVAN 2MG/ML ORAL CO,168.11 ,
ATIVAN 2MG/ML VIAL,4.13 ,
ATORVASTATIN 10MG,41.98 ,
ATORVASTATIN 20MG,58.80 ,
ATORVASTATIN 40,3.01 ,
ATROPINE 1MG/ML VIAL,46.20 ,
ATROPINE INJ 0.4 MG/ML,7.38 ,
ATROPINE INJ 1 MG/10ML N,16.80 ,
ATROPINE SULF 1 PERCENT OPHTH,89.25 ,
ATROVENT 0.03 PERCENT N.S.,390.85 ,
ATROVENT 0.06 PERCENT N.S.,669.97 ,
ATROVENT 0.2MG/ML,5.55 ,
ATROVENT HFA INHALER,15.21 ,
ATROVENT INHALER,903.77 ,
AUGMENTIN 200MG/5ML,67.58 ,
AUGMENTIN 250MG 5ML SUSP,447.50 ,
AUGMENTIN 875MG TAB,17.69 ,
AUGMENTIN ES 600MG/5ML,184.41 ,
AUGMENTIN XR 1000MG,23.46 ,
AURALGAN OTIC SOLN,45.19 ,
AVELOX 400MG 250ML,214.45 ,
AVELOX 400MG TAB,116.38 ,
AVITENE,607.21 ,
AVODART 0.5MG CAP,26.94 ,
AYR SALINE 0.65 PERCENT BABY DROP,8.37 ,
AZACTAM 1GM,138.39 ,
AZACTAM 2000MG,243.60 ,
AZULFIDINE ENTAB 500MG,2.00 ,
BACITRACIN 50000 UNITS,46.59 ,
BACITRACIN OINTMENT PK,2.00 ,
BACITRACIN ONT 500 U,12.15 ,
BACTRIM 400/80MG TAB,2.33 ,
BACTRIM 800/160MG 10ML,55.68 ,
BACTRIM DS 800/160MG,5.13 ,
BACTRIM SUSP 200/400MG,18.94 ,
BACTROBAN 2 PERCENT CREAM 15GM,205.35 ,
BACTROBAN 2 PERCENT OINT 22G,39.38 ,
BELLADONNA & OPIUM 60 MG,117.09 ,
BENADRYL 2 PERCENT CREAM,14.46 ,
BENADRYL 25MG TAB,2.00 ,
BENADRYL 50MG CAP,2.00 ,
BENADRYL 50MG/ML VIAL,4.48 ,
BENADRYL ELIX,2.00 ,
BENTYL 10MG CAP,2.09 ,
BENTYL 10MG/2ML AMP,Contact hospital for price as this is based on the number of units needed. ,
BENZOIN TR LIQUID,18.03 ,
BENZOIN TR SPRAY,154.53 ,
BETADINE OINT 10Z-28,10.92 ,
BETADINE OPHTH PREP,47.29 ,
BETAGAN 0.5 PERCENT OPHTH  5ML(G,84.63 ,
BETAPACE 80MG TAB,9.14 ,
BIAXIN 500MG TAB,21.06 ,
BIAXIN SUSP 250MG/5ML 10,344.25 ,
BICILLIN CR 1.2 MILL,526.86 ,
BICILLIN CR 900/300,526.86 ,
BICILLIN LA 1.2 MILL,660.94 ,
BICILLIN LA INJ 600000,381.61 ,
BLT CREAM,430.31 ,
BONIVA 1MG 1ML PFS PER MG,Contact hospital for price as this is based on the number of units needed. ,
BOTOX 200UNITS/VIAL,Contact hospital for price as this is based on the number of units needed. ,
BOTOX DS 100 UNITS,Contact hospital for price as this is based on the number of units needed. ,
BRETHINE INJ 1MG/1ML,75.57 ,
BRETHINE TAB 2.5 MG,19.05 ,
BREVIBLOC 10MG/ML 10ML,29.40 ,
BREVIBLOC PREMIX 2500MG,"1,964.27 ",
BRILINTA 90MG,24.71 ,
BSS OPHTH SOLN 15ML,52.04 ,
BSS PLUS   500ML,270.38 ,
BUMEX 10 ML,10.36 ,
BUMEX 1MG 4ML,10.50 ,
BUMEX 1MG TAB,2.00 ,
BUPRENORPHINE 2MG,15.75 ,
BUPRENORPHINE-NALOXONE,29.60 ,
BUSPAR 10MG TAB,4.71 ,
BUSPAR 15MG TAB,7.07 ,
BYSTOLIC 10MG TAB,18.32 ,
BYSTOLIC 20MG TAB,18.32 ,
BYSTOLIC 5MG TAB,18.32 ,
CAFFEINE 200MG TAB,2.00 ,
CAFFEINE CITRATE IV,119.42 ,
CALAMINE LOTION,5.50 ,
CALAN 240MG ER,8.88 ,
CALAN 40MG TAB,2.00 ,
CALAN 5MG/2ML,121.56 ,
CALAN ER 180MG TAB,8.73 ,
CALCIUM CARB SUSP,3.87 ,
CALCIUM CHL 10% NS,77.97 ,
CALCIUM DISODIUM VERSENT,665.00 ,
CALCIUM GLUCONATE 10%,22.68 ,
CALMOSEPTINE OINTMENT,21.00 ,
CALTRATE 600,2.00 ,
CALTRATE 600/D,2.00 ,
CANCIDAS 50MG,"1,418.38 ",
CAPSAICIN .025% 60GM,57.75 ,
CAPTOPRIL 12.5MG TAB,6.01 ,
CARAFATE 1GM TAB,2.70 ,
CARAFATE SUS 1GM/10ML,38.21 ,
CARBOCAINE 1% INJ 50 ML,40.11 ,
CARBOCAINE 1.5% EPIDURAL,23.35 ,
CARBOCAINE 2% INJ,20.97 ,
CARDENE 40MG/200ML,853.86 ,
CARDIZEM 25MG/5ML,12.29 ,
CARDIZEM 60MG TAB,2.47 ,
CARDIZEM CD 120MG,4.19 ,
CARDIZEM CD 180MG,2.00 ,
CARDIZEM CD 240MG,7.19 ,
CARDIZEM CD 300MG,9.22 ,
CARDURA 2MG TAB,13.16 ,
CASTOR OIL  60ML,9.42 ,
CATAPRES 0.1MG TABLET,2.00 ,
CATAPRES 0.2MG TAB,2.00 ,
CATAPRES TTS 0.3MG PATCH,597.88 ,
CATAPRES TTS 1 PATCH 0.1,255.98 ,
CATAPRES TTS 2 PATCH 0.2,430.99 ,
CATEPRES 0.3MG,2.00 ,
CEFTIN 250 MG TAB,15.40 ,
CEFZIL 125/5 ORAL SUS  5,76.75 ,
CELEBREX 100MG CAP,30.88 ,
CELEBREX 200MG CAP,50.64 ,
CELESTONE SOLU SPAN 6 MG,41.54 ,
CELEXA 20MG TAB,2.00 ,
CENTRUM  TAB,2.00 ,
CENTRUM LIQ GEN,4.20 ,
CEPACOL LOZ,10.00 ,
CERVIDIL 10MG VAG INSERT,"1,286.32 ",
CETACAINE SPRAY,10.00 ,
CHLORASEPTIC LOZ CHERRY,10.00 ,
CHLORASEPTIC SPRAY,10.00 ,
CIPRO (400MG/200ML),11.06 ,
CIPRO 500MG TAB,11.13 ,
CIPRO TAB 250MG,19.11 ,
CIPRODEX OTIC SUSP,918.16 ,
CIPRO-HC OTIC SUSPENSION,"1,251.57 ",
CITRATE OF MAGNESIA,6.06 ,
CLAFORAN VIAL 1000MG,7.77 ,
CLARITIN 10MG,2.00 ,
CLARITIN-D 24-HR 240/10M,3.50 ,
CLEOCIN 150MG CAP,4.03 ,
CLEOCIN 300MG /50 ML D5W,47.85 ,
CLEOCIN 600MG/50ML  D5W,73.26 ,
CLEOCIN INJ 900MG/50ML,89.50 ,
CLEOCIN PED. 75MG/5ML,575.25 ,
CLEOCIN T GEL,93.77 ,
CLEOCIN VIAL 600MG/4ML,17.82 ,
CLIMARA .1MG/DAY PATCH,81.23 ,
CLINIMIX E 2.75/5% PPN,161.74 ,
CLINIMIX E 5%/20% TPN,166.11 ,
CLLINIMIX 5/20% PLAIN,164.61 ,
CLONIDINE INJ,105.00 ,
COCAINE 4% VIAL,780.92 ,
CODEINE SULFATE 30 MG TAB,3.61 ,
COGENTIN  2 MG/2ML,252.00 ,
COGENTIN 1MG TAB,2.00 ,
COL BENEMID 0.5/500MG,3.39 ,
COLACE 100MG CAP,2.00 ,
COLACE 50MG/5ML,2.35 ,
COLCRYS 0.6 MG TAB,28.47 ,
COLESTID TAB 1GM,4.42 ,
COLISTIMETHAT 150MG,117.60 ,
COMPAZINE 5MG TAB,2.00 ,
COMPAZINE 5MG/ML,7.73 ,
COMPAZINE R S 25MG,42.91 ,
COMTAN 200MG TAB,32.39 ,
CORDARONE 200MG TAB,11.52 ,
CORDARONE 450MG/9ML,Contact hospital for price as this is based on the number of units needed. ,
CORDARONE 50MG/ML 3ML,15.26 ,
COREG 12.5MG TAB,7.47 ,
COREG 25MG TAB,7.47 ,
COREG 3.125 MG,7.47 ,
COREG TAB 6.25 MG,7.47 ,
CORGARD 40MG TAB,25.30 ,
CORICIDIN HBP TAB,2.00 ,
CORTEF 20MG TAB,3.81 ,
CORTENEMA 100MG/60ML,49.49 ,
CORTISPORIN OTIC SOLN,352.38 ,
CORTISPORIN OTIC SUS,328.20 ,
CORTROSYN AMP (0.25 MG),Contact hospital for price as this is based on the number of units needed. ,
CORVERT 1MG/10ML,Contact hospital for price as this is based on the number of units needed. ,
COSOPT OCUMETER PLUS,429.10 ,
COUGH DROPS BLACK CHERRY,10.00 ,
COUMADIN 0.5MG TAB,2.00 ,
COUMADIN 10MG TAB,2.00 ,
COUMADIN 1MG TAB,2.00 ,
COUMADIN 2.5MG TAB,2.00 ,
COUMADIN 2MG TAB,2.00 ,
COUMADIN 3MG TAB,9.36 ,
COUMADIN 4MG TAB,2.00 ,
COUMADIN 5MG TAB,9.72 ,
COUMADIN 6MG TAB,12.52 ,
COUMADIN 7.5MG TAB,2.00 ,
COZAAR  50MG  GEN,7.88 ,
COZAAR 100MG,10.79 ,
COZAAR 25MG TAB,5.89 ,
CUBICIN 500MG,Contact hospital for price as this is based on the number of units needed. ,
CUTIVATE .05% 30GM CREAM,120.05 ,
CYANIDE KIT,"1,608.88 ",
CYCLOGYL 1% OPH,57.16 ,
CYKLOKAPRO 100MG/ML,176.40 ,
CYMBALTA 30MG CAP,30.54 ,
CYMBALTA 60MG CAP,20.74 ,
CYSTO CONRAY II 250ML,Contact hospital for price as this is based on the number of units needed. ,
CYSTOGRAFEN 30% 100ML,Contact hospital for price as this is based on the number of units needed. ,
CYTOMEL 25MCG TAB,10.58 ,
CYTOMEL 5MCG TAB,8.06 ,
CYTOTEC 100MCG TAB,2.89 ,
D.H.E. 1MG/ML AMP,524.09 ,
D5/WATER 250ML EXCEL BAG,8.19 ,
DACRIOSE SOLN,11.90 ,
DAKINS SOL'N  FULL STRENGTH,36.58 ,
DAKINS SOLUTION QTR STRENGTH,37.63 ,
DALIRESP 500MCG TAB,36.11 ,
DANTRIUM 20 MG IV,372.30 ,
DDAVP 4 MCG/ML,246.93 ,
DEBROX 15ML,8.68 ,
DECADRON 0.5MG TAB,2.00 ,
DECADRON 10MG/1ML,5.46 ,
DECADRON 4MG TAB,4.22 ,
DECADRON 4MG/ML (GEN),3.82 ,
DECADRON 4MG/ML 5ML VAIL,22.19 ,
DECADRON INTEN 1MG/ML,3.76 ,
DECLOMYCIN 150MG TAB,59.74 ,
DEMADEX 20MG  TAB,2.88 ,
DEMEROL 100 MG,24.19 ,
DEMEROL 25MG/M,24.99 ,
DEMEROL 50MG TAB,2.00 ,
DEMEROL 50MG/M,25.83 ,
DEMEROL 75MG/M,24.19 ,
DENTAL ANETHESIA,55.50 ,
DEPACON 500MG/5ML,72.63 ,
DEPAKENE 250MG CAP,2.00 ,
DEPAKENE SYR 250 MG/5ML,5.63 ,
DEPAKOTE 250 MG TAB,8.60 ,
DEPAKOTE 500MG TAB,14.27 ,
DEPAKOTE ER 125MG TAB,2.00 ,
DEPAKOTE ER 250MG TABLET,6.07 ,
DEPAKOTE ER 500MG,1.18 ,
DEPLIN 7.5MG TAB,10.38 ,
DEPO PROVERA  150 MG,342.48 ,
DEPO TESTOSTERONE 200MG/,84.00 ,
DEPO-MEDROL 40MG/ML,25.27 ,
DEPO-MEDROL 80MG/ML,Contact hospital for price as this is based on the number of units needed. ,
DERMOPLAST 20% SPRAY,10.00 ,
DESMOPRESSIN NASAL 0.01%,861.91 ,
DESONIDE 0.05% CR 15GM,75.60 ,
DESYREL 150MG TAB,9.77 ,
DESYREL 50MG TAB,2.00 ,
DEXFERRUM 100MG/2ML,157.50 ,
DEXTROSE 50% NEEDLESS 25,34.41 ,
DIAMOX 250MG TAB,2.00 ,
DIASTAT ACU DIAL 10MG SYR,707.98 ,
DIAZEPAM INTENSOL,150.47 ,
DICLOXACILLIN 500MG CAP,8.77 ,
DIFLUCAN  40 MG/ML,466.58 ,
DIFLUCAN 100 MG TAB,30.82 ,
DIFLUCAN 150MG TAB,48.76 ,
DIFLUCAN 200MG/100MG,40.88 ,
DIFLUCAN 400MG/200ML,29.33 ,
DIGIFAB IMMUNE FAB 40MG,Contact hospital for price as this is based on the number of units needed. ,
DILANTIN 100MG CAP,5.73 ,
DILANTIN 125 SUSP 125MG,9.90 ,
DILANTIN SOD 250MG/5ML,7.60 ,
DILAUDID 1MG/1ML,Contact hospital for price as this is based on the number of units needed. ,
DILAUDID 2MG/ML SYRINGE,11.52 ,
DILAUDID 4MG TAB,2.51 ,
DILAUDID 4MG/ML SYRINGE,10.75 ,
DILAUDID HP  10MG 1ML,10.50 ,
DILAUDID HP 50MG/5ML AMP,30.14 ,
DILAUDID TABS 2 MG,7.44 ,
